Plot,State,Location,Density,Planting Date,Rep within Environment,Genotype,Kernel Width,Kernel Length,Cob Length,Cob Width,Cob Weight,Days to Anthesis,Days to Silk,Ear Height Maturity,Ear length,Ear Width,Ear Weight,Per Plant Grain Weight,Kernel Depth,Kernel Row Number,Leaf Number Above Ear,Leaf Number Below Ear,Plant Height Maturity,Plant Height 14 DAP,Plant Height 21 DAP,Plant Height 28 DAP,Plant Height 35 DAP,Plant Height 42 DAP,Plant Height 49 DAP,Plant Height 56 DAP,Plant Height 63 DAP,Plant Height 70 DAP
106055,Minnesota,St Paul - 2,High,5/20/15,Rep2,B004,6.884035,11.52249833,133.4946389,25.76971111,17.01666667,67,67,79.66666667,129.2140333,34.566225,129.8166667,112.8,4.134379167,17.66666667,6.5,13.5,174.8333333,.,19.5,32,58.66666667,88.33333333,117.6666667,159.8333333,163.3333333,.
107076,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B004,6.613736667,11.40756333,136.2667667,25.62563667,17.62,72,71,76.83333333,134.5797833,33.70918667,126.44,108.82,4.039743,17.5,6,13.33333333,167.4,.,16,26.33333333,48,70,95.83333333,131.8333333,149.8,.
108061,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B004,6.52145,12.01271833,136.8298,25.34835333,18.64,72,75,71.33333333,133.1997167,36.8808,142.46,123.82,4.023698667,18.8,6.166666667,14,157.6666667,.,16.5,27.83333333,49.5,71.66666667,97.83333333,129.5,152.3333333,.
109078,Minnesota,Waseca,High,6/2/15,Rep1,B004,6.09727,10.85003333,125.1055833,24.80733333,.,68,69,92.5,124.4370694,33.34258,.,.,4.266847222,19,.,.,194.1666667,.,.,.,.,.,.,.,.,.
110077,Minnesota,Waseca,High,6/2/15,Rep2,B004,.,.,.,.,14.1,70,71,59.25,.,.,53.76666667,39.66666667,.,16.66666667,.,.,146.75,.,.,.,.,.,.,.,.,.
111069,Minnesota,Waseca,Low,6/2/15,Rep1,B004,6.949863333,11.47191,134.65175,25.42010834,16.9,69,69,89.66666667,130.9105417,29.39520834,92.45,75.55,4.9063275,17,.,.,181.3333333,.,.,.,.,.,.,.,.,.
112066,Minnesota,Waseca,Low,6/2/15,Rep2,B004,6.595745,11.09599,130.0374167,26.95363333,16.48333333,69,70,89.83333333,126.1550972,32.7152,92.21666667,75.73333333,4.798342222,17.33333333,.,.,190.1666667,.,.,.,.,.,.,.,.,.
217057,Wisconsin,Arlington,High,6/9/15,Rep1,B004,6.503458333,10.92348167,136.7684167,26.67388056,19.86666667,65,66,94,128.9949583,34.46991667,123.2,103.3333333,3.484509583,17.2,.,.,195,.,.,.,.,.,.,.,.,.
218058,Wisconsin,Arlington,High,6/9/15,Rep2,B004,6.55447,10.68493333,104.521,23.48371111,15,.,.,80,100.0618889,30.66591389,79.76666667,64.76666667,4.464685,19.33333333,.,.,185,.,.,.,.,.,.,.,.,.
219079,Wisconsin,Arlington,Low,6/9/15,Rep1,B004,6.20141,10.81532,141.2416389,27.27501389,20.63333333,63,64,86,137.4986667,34.67862,132,111.3666667,3.755143055,17.66666667,.,.,177,.,.,.,.,.,.,.,.,.
220073,Wisconsin,Arlington,Low,6/9/15,Rep2,B004,6.55828,11.548745,143.4958889,26.97374167,18.78333333,65,66,91,139.6065139,34.04640694,131.65,112.8666667,3.695982222,18,.,.,178,.,.,.,.,.,.,.,.,.
321065,Iowa,Curtiss - 1,High,5/19/15,Rep1,B004,6.526953333,10.22265333,137.06475,25.80216667,17.495,68,68,93.25,134.27075,34.02065417,112.0375,94.5425,4.093077708,17,5,13.75,186.25,.,.,50,77.8,95,120,157,.,.
322079,Iowa,Curtiss - 1,High,5/19/15,Rep2,B004,6.304491667,10.379075,130.7006389,25.50011833,17.79833333,68,69,98.6,128.7391944,32.65311111,106.2266667,88.42833333,4.674199722,17,4.75,13.5,188.25,.,.,51.2,73.4,103.2,134.4,167,.,.
323072,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B004,6.640195,10.50438167,140.0725333,26.71656667,20.374,68,68,77.6,138.5062,35.53089583,119.559,99.185,4.1868725,17.2,5.666666667,13.75,160.6666667,.,.,51.4,72.6,90.6,110,144.4,.,.
324067,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B004,6.740525,10.99671833,143.7781111,26.88660556,21.795,66,66,80.5,143.2136667,36.92630833,127.8441667,106.0491667,4.844679583,18,5.8,13.83333333,177.4,.,.,56,78.5,106.6666667,139.5,171.5,.,.
325053,Iowa,Curtiss - 2,High,6/1/15,Rep1,B004,6.378363333,10.78462833,152.7245555,26.36343611,19.82833333,62,62,88.66666667,141.4109722,36.480115,109.3758333,89.5475,4.053310833,18.33333333,5.5,13.16666667,181.6666667,27,52,77,94.5,122.6666667,166.6666667,203.8333333,.,.
326080,Iowa,Curtiss - 2,High,6/1/15,Rep2,B004,6.480386667,9.853295,128.8767778,25.24971667,12.89166667,62,63,95.66666667,126.10465,32.93745,78.34666667,65.455,4.863905972,17,5.6,13.5,193.4,27.66666667,50.83333333,74.16666667,91.66666667,124.1666667,169.6666667,203,.,.
327065,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B004,6.406938333,10.91205167,152.2236111,26.35144167,22.49666667,60,59,82.83333333,148.7099444,36.19253056,136.1525,113.6558333,3.813210278,17.33333333,4.75,.,167,30.33333333,55.5,79.83333333,97.66666667,129.3333333,175.6666667,205.5,.,.
328065,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B004,6.627706667,10.87289333,157.8102,27.45655333,23.324,59,59,79.4,151.1485208,38.65068611,137.465,114.141,4.331800667,17.6,6,13,170.75,23.66666667,49.5,76,93.8,127,171.2,203.2,.,.
329071,Iowa,Kelly - 1,High,6/10/16,Rep1,B004,6.843818333,10.13375333,114.0318889,24.70996667,11.1,66,.,90.5,111.7670555,.,56.395,45.295,5.235222222,15.33333333,6.333333333,.,214.5,.,33,45.16666667,64,102.1666667,.,.,.,.
330056,Iowa,Kelly - 1,High,6/10/16,Rep2,B004,6.044565,9.941136667,118.0994167,22.568535,10.98833333,64,66,97,117.0534306,.,49.66833333,38.68,4.830339167,17.33333333,5.666666667,.,208.1666667,.,38.5,58,77.83333333,125.8333333,.,.,.,.
331081,Iowa,Kelly - 1,Low,6/2/15,Rep1,B004,6.58622,10.748645,147.9761667,27.93576667,23.20666667,62,63,85.5,142.0988889,37.17925,138.78,115.5733333,3.877274722,17.33333333,5.5,.,171.5,22.83333333,40,61.83333333,78,100.8333333,151.3333333,.,.,.
332070,Iowa,Kelly - 1,Low,6/2/15,Rep2,B004,6.639771667,10.927715,137.8232222,25.92175833,19.515,64,64,75.8,132.5015694,37.55460556,116.6483333,97.13333333,3.801215833,17.6,5.6,.,181.6,22.33333333,39.6,59,77.8,99.8,147.8,.,.,.
333062,Iowa,Kelly - 2,High,6/2/15,Rep1,B004,6.547908333,10.28848167,134.3801111,26.48055833,15.275,67,69,103.1666667,131.4979167,33.13562292,89.89083333,74.61583333,4.520106389,16.66666667,6,.,215.5,21.83333333,38.83333333,61.66666667,79.5,103.6666667,159.3333333,.,.,.
334061,Iowa,Kelly - 2,High,6/2/15,Rep2,B004,6.593416667,10.147935,139.0579445,26.51936389,17.79333333,64,64,105.8333333,132.7763834,34.10232222,109.2991667,91.50583333,3.771847084,16.66666667,4.833333333,.,203.8333333,21.66666667,40,66.16666667,83.5,107.8333333,162.6666667,.,.,.
335053,Iowa,Kelly - 2,Low,6/10/16,Rep1,B004,6.379845,11.08879333,152.9362222,27.78160278,22.82,61,59,81.5,146.7467361,37.017325,137.315,114.495,3.756254306,18,5.666666667,.,172,.,46.66666667,66.66666667,86.5,133.3333333,.,.,.,.
336082,Iowa,Kelly - 2,Low,6/10/16,Rep2,B004,.,.,.,.,21.34666667,62,63,88.33333333,.,.,125.1675,103.8208333,.,17.66666667,5.333333333,.,182.5,.,35.16666667,54,75.5,117.5,.,.,.,.
101058,Minnesota,St Paul - 1,High,5/5/15,Rep1,B040,6.938645,10.94888167,129.1201944,24.368125,18.7,82,80,79.5,130.1661806,30.86629167,101.1666667,82.46666667,5.001700972,16.66666667,5.6,13,181.8,.,.,17.5,31.33333333,54.83333333,81,113.1666667,146.8333333,192.1666667
102052,Minnesota,St Paul - 1,High,5/5/15,Rep2,B040,6.867525,11.35401167,120.6605834,23.55920556,15.8,81,80,90.33333333,119.7804028,34.93875834,104.8833333,89.08333333,4.377390139,16.66666667,5,13,186,.,.,17.33333333,30,53,80.33333333,113.8333333,148.5,194.6666667
103067,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B040,6.453928333,11.00793667,135.0080556,24.59848889,20.31666667,81,82,67.5,133.7415833,.,110.5666667,90.25,4.667073611,17.33333333,5,13.16666667,159,.,.,15.5,27.5,47,71,97.83333333,130,167.8333333
104054,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B040,6.829001667,10.68810833,130.857625,24.0522125,18.625,82,80,73.66666667,129.4024167,.,89.225,70.6,5.192500833,17.5,5.166666667,13,168,.,.,18.16666667,30.16666667,51.83333333,77.83333333,107.8333333,144.6666667,185.3333333
105078,Minnesota,St Paul - 2,High,5/20/15,Rep1,B040,6.23697,10.82675,117.3091945,22.40950278,12.3,66,67,82.16666667,112.7019167,31.12064445,91.5,79.2,4.334457083,15.6,5,12.83333333,174.5,.,19.16666667,35.16666667,58.83333333,86.33333333,122,169,196.5,.
106058,Minnesota,St Paul - 2,High,5/20/15,Rep2,B040,6.286076667,11.69839333,119.9550278,23.51158056,14.15,68,66,89.5,117.1067,32.55750833,111.6666667,97.51666667,4.056097778,17,5.333333333,12.66666667,185.5,.,18.83333333,33.66666667,60.5,87.66666667,126.5,174.1666667,206.1666667,.
107057,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B040,6.474248333,10.789285,139.2555,24.83485,20.45,76,75,72,137.6168472,30.9499,129.7,109.25,4.795908055,17.33333333,5.166666667,12.33333333,168.5,.,17.5,31.16666667,53.16666667,77.66666667,112.3333333,155.3333333,191.8333333,.
108080,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B040,6.742218333,11.29135833,138.2564333,25.53800667,19.68,74,73,75.6,133.81355,31.52034167,123.5,103.82,4.392168,16.8,5.2,12.8,171,.,19.16666667,33.33333333,56.5,81,115.1666667,157.1666667,184.8,.
109053,Minnesota,Waseca,High,6/2/15,Rep1,B040,6.595321667,10.22858,126.58725,24.81191944,16.48333333,69,71,72,125.7829167,32.85913333,92.41666667,75.93333333,4.139265139,16,.,.,172.1666667,.,.,.,.,.,.,.,.,.
110080,Minnesota,Waseca,High,6/2/15,Rep2,B040,.,.,.,.,.,69,72,37.83333333,.,.,.,.,.,.,.,.,123.6666667,.,.,.,.,.,.,.,.,.
111055,Minnesota,Waseca,Low,6/2/15,Rep1,B040,6.641253333,10.51030833,135.1650417,24.22736667,16.95,69,69,70.16666667,134.0670208,29.83944375,91.5,74.55,4.36419625,17,.,.,159.3333333,.,.,.,.,.,.,.,.,.
112055,Minnesota,Waseca,Low,6/2/15,Rep2,B040,6.618816667,10.479405,138.3382778,24.88776667,19.43333333,69,69,63.33333333,134.1261111,30.61299722,103.1833333,83.75,4.025794167,17,.,.,152.6666667,.,.,.,.,.,.,.,.,.
217058,Wisconsin,Arlington,High,6/9/15,Rep1,B040,6.568651667,10.89194333,127.8995833,25.244425,18.83333333,65,66,87.5,123.9061389,32.59666667,108.9333333,90.1,3.943420556,16.33333333,.,.,181,.,.,.,.,.,.,.,.,.
218077,Wisconsin,Arlington,High,6/9/15,Rep2,B040,6.722321667,11.00412667,139.1461389,24.67398333,19.91666667,65,66,83,134.3730556,32.491045,125.1166667,105.2,4.026076389,15.66666667,.,.,177,.,.,.,.,.,.,.,.,.
219077,Wisconsin,Arlington,Low,6/9/15,Rep1,B040,7.214023333,10.74504667,145.9618056,24.41186944,21.48333333,65,66,72,140.1497917,.,112.65,91.16666667,4.758019722,15.33333333,.,.,169,.,.,.,.,.,.,.,.,.
220082,Wisconsin,Arlington,Low,6/9/15,Rep2,B040,7.263976667,11.24119333,137.541,25.12024722,21.48333333,60,61,71,134.5840167,.,130.6333333,109.15,4.1373425,16,.,.,164,.,.,.,.,.,.,.,.,.
321082,Iowa,Curtiss - 1,High,5/19/15,Rep1,B040,7.145443333,10.16211667,139.8234722,24.08907778,18.10833333,65,66,79.66666667,139.938125,31.78360208,96.43,78.32166667,4.74424375,15.66666667,5.666666667,13.16666667,198.8333333,.,.,48.83333333,70,99.83333333,131.5,172.5,.,.
322058,Iowa,Curtiss - 1,High,5/19/15,Rep2,B040,7.02183,10.45845,138.4046,24.41829,18.572,65,66,87.16666667,139.0946333,33.10678333,96.563,77.991,4.8065055,16,5.166666667,13,194.6666667,.,.,45.16666667,67.83333333,96.66666667,128.1666667,170.3333333,.,.
323053,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B040,6.515735,10.18942167,137.3293333,23.91551111,17.79666667,65,67,66.33333333,138.3171111,.,90.53166667,72.735,4.941781667,17.33333333,5.5,13,169.75,.,.,44.83333333,66.83333333,94,126.8333333,164.8333333,.,.
324064,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B040,7.21106,10.16867833,150.1732667,23.247096,.,65,66,71.2,149.5425,.,.,.,5.598519833,15.33333333,5,13.25,169,.,.,48,68.4,91.8,124.4,160.4,.,.
325064,Iowa,Curtiss - 2,High,6/1/15,Rep1,B040,6.397201667,10.07766167,136.0840278,23.71936667,16.26,60,60,66.33333333,128.984375,31.9008125,95.74583333,79.48583333,4.3595925,15.66666667,5,12.33333333,158.1666667,24.33333333,44.83333333,63.66666667,75.5,100.3333333,141.5,181.5,.,.
326052,Iowa,Curtiss - 2,High,6/1/15,Rep2,B040,7.022253333,10.511155,141.1040556,23.82026111,17.7,58,59,73,141.6261667,31.05661528,98.06333333,80.36333333,4.826282222,15.33333333,5,12.83333333,168.6666667,23.5,47.33333333,66.83333333,84.16666667,113.1666667,159.5,197.5,.,.
327069,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B040,6.700731667,11.05132833,157.70225,25.04016667,23.27,57,59,70,155.813125,.,126.8475,103.5775,4.889111945,17.66666667,5,.,162.2,25.83333333,47.66666667,70.16666667,87,122.5,173.2,211.4,.,.
328067,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B040,6.51129,10.77383333,147.85975,24.42615695,19.77666667,57,59,75.4,145.7706,.,111.8391667,92.0625,4.771954444,17,4.4,13.2,163.8,24.16666667,46.16666667,67.5,84.5,118.8333333,167,204.6666667,.,.
329058,Iowa,Kelly - 1,High,6/10/16,Rep1,B040,6.541558333,9.882716667,125.9628333,23.98606667,14.304,61,61,85.6,121.63425,.,75.154,60.85,4.3141265,15.2,4,.,182.5,.,33.83333333,51.5,70.5,112.6666667,.,.,.,.
330070,Iowa,Kelly - 1,High,6/10/16,Rep2,B040,6.386618333,10.08231833,122.4618667,23.17030333,12.396,59,61,77.5,121.7273833,29.0576,69.107,56.711,4.341643167,15.6,5,.,194,.,37.83333333,56.66666667,79.83333333,128,.,.,.,.
331069,Iowa,Kelly - 1,Low,6/2/15,Rep1,B040,6.904143333,10.31218833,156.9014445,24.38223611,21.7,62,64,74.33333333,155.908375,.,93.1175,71.4175,5.010097083,16.4,4.5,.,170.8333333,18.83333333,32.33333333,52.83333333,68,90.83333333,141.3333333,.,.,.
332080,Iowa,Kelly - 1,Low,6/2/15,Rep2,B040,7.026275,10.419715,148.2619167,24.79957222,20.51666667,63,64,75,148.4488889,30.08206667,96.53916667,76.0225,4.727380972,15.33333333,5,.,173.6666667,22.83333333,35,54.5,70.16666667,91,144,.,.,.
333076,Iowa,Kelly - 2,High,6/2/15,Rep1,B040,6.834505,10.19852333,136.6061389,22.67690833,16.54,62,61,86.33333333,136.4597361,31.27560208,94.48666667,77.94666667,4.46992375,15.33333333,5.166666667,.,192.6666667,21.5,40.33333333,62.33333333,79.83333333,106.5,161.3333333,.,.,.
334059,Iowa,Kelly - 2,High,6/2/15,Rep2,B040,6.555316667,9.628928333,128.2347222,22.62995361,12.82166667,62,63,82.33333333,126.0845417,29.18116042,63.21916667,50.3975,5.2631975,15,5.2,.,193.4,21.66666667,38,60,77.16666667,102.6666667,156.1666667,.,.,.
335077,Iowa,Kelly - 2,Low,6/10/16,Rep1,B040,7.838016667,10.7315,129.6458333,24.08428,15.325,64,65,79.16666667,133.2632167,.,56.62916667,41.30416667,5.391255833,15,4.833333333,.,179.3333333,.,23,35,49.16666667,81.16666667,.,.,.,.
336064,Iowa,Kelly - 2,Low,6/10/16,Rep2,B040,6.78942,11.56165667,152.9432778,25.422225,23.03,59,59,75.5,147.8632778,.,122.7416667,99.71166667,4.36165625,17,5,.,178.6666667,.,40.5,58.5,78.33333333,123,.,.,.,.
101080,Minnesota,St Paul - 1,High,5/5/15,Rep1,B043,6.691206667,10.97131833,114.4516945,21.9205175,11.18333333,83,84,86.66666667,110.9062778,.,87.35,76.16666667,4.209326806,14.66666667,5.333333333,13.83333333,159.1666667,.,.,11.33333333,20.4,34.66666667,54,82.16666667,111.3333333,160.1666667
102066,Minnesota,St Paul - 1,High,5/5/15,Rep2,B043,6.465993333,10.560685,112.6955667,22.66204933,10.24,79,79,84.2,111.6478167,30.2895,80.98,70.74,4.163695,15.2,5.4,13.6,160.2,.,.,12.66666667,23.83333333,41.16666667,63.16666667,88.16666667,119.4,164
103058,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B043,6.624955,10.80664167,122.4544583,23.05790834,12.2,82,82,76.2,118.1602708,.,87.85,75.65,4.498101875,14.5,5.6,13.4,162.8,.,.,11.66666667,20.6,38.4,57,79.6,108.4,150.6
104059,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B043,6.516158333,10.89956333,121.9454,22.88963333,13.46,82,81,86.6,120.0107667,32.07596667,102.66,89.2,4.371763333,14.8,5.6,14.2,171,.,.,13,23,40.8,62.4,87,116,161.2
105064,Minnesota,St Paul - 2,High,5/20/15,Rep1,B043,6.493086667,10.77192833,105.0501667,20.89333445,9.433333333,68,68,89.66666667,103.5737917,29.47273125,76.78333333,67.35,4.308333889,14,5,13.16666667,167.3333333,.,12,20.83333333,39.16666667,61.83333333,86.66666667,126,163.8333333,.
106065,Minnesota,St Paul - 2,High,5/20/15,Rep2,B043,6.332855,10.27726333,98.44616668,20.46132278,8.35,66,65,81.2,91.04047918,27.99132917,59.36666667,51.01666667,4.736747222,15.33333333,5.4,13.6,150,.,13.83333333,27,44,66,92,133.5,159.6,.
107080,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B043,6.743488333,11.10572667,106.5565278,21.40009972,10.2,69,69,69,101.6370417,30.50345972,86.98333333,76.78333333,4.248855555,15,5.166666667,12.16666667,150.5,.,11.83333333,24.16666667,40.16666667,61.83333333,86.83333333,124.3333333,156.1666667,.
108062,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B043,6.571191667,10.99079167,120.1843333,21.40726111,11.83333333,74,74,66.66666667,116.9952222,30.95413333,99.56666667,87.73333333,4.141963889,14.33333333,5.166666667,13,152.6666667,.,13.5,26.5,43.66666667,63.5,90,126.3333333,162.3333333,.
109072,Minnesota,Waseca,High,6/2/15,Rep1,B043,6.054513333,10.19683,114.7339167,22.51780556,9.333333333,65,65,67.83333333,114.0565833,31.42403333,76.45,67.11666667,4.0833675,15,.,.,155,.,.,.,.,.,.,.,.,.
110079,Minnesota,Waseca,High,6/2/15,Rep2,B043,.,.,.,.,.,68,69,35.66666667,.,.,.,.,.,.,.,.,99.33333333,.,.,.,.,.,.,.,.,.
111081,Minnesota,Waseca,Low,6/2/15,Rep1,B043,.,.,.,.,9.4,69,70,59.66666667,.,.,61.66666667,52.26666667,.,15.33333333,.,.,140.1666667,.,.,.,.,.,.,.,.,.
112070,Minnesota,Waseca,Low,6/2/15,Rep2,B043,5.974503333,10.36235333,112.6207778,22.68008333,11.5,69,71,53,107.7242222,.,73.46666667,61.96666667,3.7328475,16,.,.,131.6,.,.,.,.,.,.,.,.,.
217053,Wisconsin,Arlington,High,6/9/15,Rep1,B043,6.421331667,10.30393333,136.8213334,25.92105278,18.56666667,60,61,68,133.2441667,31.284545,99.68333333,81.11666667,4.136936806,16.33333333,.,.,160,.,.,.,.,.,.,.,.,.
218061,Wisconsin,Arlington,High,6/9/15,Rep2,B043,6.913456667,10.44532667,138.6769444,23.9649,19.13333333,60,61,77,137.3099306,32.41798472,109.7833333,90.65,3.914969028,15.66666667,.,.,175,.,.,.,.,.,.,.,.,.
219069,Wisconsin,Arlington,Low,6/9/15,Rep1,B043,7.089351667,11.41814667,139.4883333,26.37825278,23.91666667,65,66,70,140.8888611,34.083625,139.2333333,115.3166667,4.000923333,15.66666667,.,.,164,.,.,.,.,.,.,.,.,.
220061,Wisconsin,Arlington,Low,6/9/15,Rep2,B043,6.93039,11.19780167,139.92225,26.50560556,21.83333333,61,62,66,132.3534028,32.62608833,121.4666667,99.63333333,4.276142917,17.33333333,.,.,148,.,.,.,.,.,.,.,.,.
321058,Iowa,Curtiss - 1,High,5/19/15,Rep1,B043,6.815243333,10.29821833,146.5615278,22.38233889,14.3,66,66,77.75,143.1272361,30.98297292,94.41083333,80.11083333,4.385768611,13.66666667,5,12.75,171.6666667,.,.,42.66666667,62.83333333,89.33333333,114.5,155.8333333,.,.
322057,Iowa,Curtiss - 1,High,5/19/15,Rep2,B043,6.532245,9.774343333,137.795,22.27546133,12.57,67,66,83,129.0496389,29.38533055,71.246,58.676,4.190238,14,4.8,13.25,172,.,.,39.6,53,76.5,111.8333333,138,.,.
323083,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B043,6.639983333,10.01670167,123.4263611,21.84156583,11.18333333,68,67,67.33333333,124.5235,32.45061667,81.88416667,70.70083333,4.509558333,13.66666667,5,.,146.6666667,.,.,39.83333333,60,73.5,97.33333333,125.5,.,.
324074,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B043,5.98297,9.57326,120.396,22.43692066,10.652,69,68,72.6,123.2937167,30.54402917,70.935,60.283,4.159144167,15.2,5,14,162.3333333,.,.,40.16666667,54,74.5,97,125.6666667,.,.
325066,Iowa,Curtiss - 2,High,6/1/15,Rep1,B043,5.522806667,8.478731667,121.9058889,22.0830775,9.361666667,61,62,60.16666667,120.5000695,28.12079861,48.32,38.95833333,4.083861389,14,4.6,13.2,138.75,21.5,40.33333333,57,64.83333333,80.83333333,117.3333333,161.8333333,.,.
326078,Iowa,Curtiss - 2,High,6/1/15,Rep2,B043,6.373495,9.882928333,136.2286667,22.15504417,12.24,59,59,71,131.4555833,29.95312639,83.26833333,71.02833333,4.171068056,14.66666667,5,12.25,159.3333333,21.16666667,40.66666667,60,73.16666667,98.33333333,144.8333333,194.3333333,.,.
327053,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B043,6.158018333,9.780905,115.2595556,21.26992472,9.113333333,61,60,69.33333333,111.7515333,28.74348667,60.28583333,51.1725,4.447504722,14,4.8,.,147.2,22.16666667,41.83333333,61.33333333,73.33333333,98.66666667,142.5,181.8333333,.,.
328059,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B043,6.042448333,9.782175,119.9303333,23.02615834,10.575,61,61,70.66666667,119.5775556,30.97741667,69.73583333,59.16083333,4.228694306,15,5.25,13,153.75,23.83333333,45.16666667,65.5,78.33333333,107,153.3333333,188.6666667,.,.
329057,Iowa,Kelly - 1,High,6/10/16,Rep1,B043,5.525135,8.394488333,105.7063333,19.69593611,6.366666667,61,61,72.66666667,103.7625278,.,33.33,26.96333333,4.430606667,14.66666667,4.833333333,.,156.5,.,29,43.66666667,56.83333333,95,.,.,.,.
330059,Iowa,Kelly - 1,High,6/10/16,Rep2,B043,5.718386667,7.926493333,116.3150667,20.09897767,6.948,61,61,69.6,114.3,24.18318125,29.836,22.888,4.477120417,14,4.666666667,.,162.1666667,.,30.66666667,46.66666667,61.33333333,101,.,.,.,.
331068,Iowa,Kelly - 1,Low,6/2/15,Rep1,B043,5.687271667,9.817311667,118.0676667,23.51405,10.6825,65,65,62.4,120.2584167,.,67.54375,56.86125,4.280402708,17,5,.,142.4,18.5,32.83333333,49.66666667,63.66666667,78,119,.,.,.
332081,Iowa,Kelly - 1,Low,6/2/15,Rep2,B043,5.663565,9.611571667,121.4014167,23.13869445,11.20333333,66,64,65.5,120.2019722,30.99858333,70.81416667,59.61083333,3.985154167,15.66666667,4.5,.,152,17,28.83333333,45.5,57.66666667,70.5,110.8333333,.,.,.
333069,Iowa,Kelly - 2,High,6/2/15,Rep1,B043,5.854911667,8.936143333,119.5324,21.32884567,8.488,62,62,73.2,117.8030833,26.73323542,46.446,37.958,4.379362167,14.8,4.6,.,164.2,12.16666667,25.66666667,40.33333333,61.33333333,78.8,127.4,.,.,.
334060,Iowa,Kelly - 2,High,6/2/15,Rep2,B043,5.545455,8.635788333,111.8799444,20.83558472,7.703333333,62,62,86.66666667,114.0565833,26.54511667,43.84416667,36.14083333,4.094744583,14.66666667,4.166666667,.,165.8333333,17,31.16666667,49.5,64,81.5,131.3333333,.,.,.
335063,Iowa,Kelly - 2,Low,6/10/16,Rep1,B043,6.280785,9.379161667,121.5989722,22.27805778,10.405,66,65,70.4,119.0713194,30.22547083,55.67166667,45.26666667,4.284433194,13.33333333,4.8,.,151.8,.,22.8,36.2,49,79,.,.,.,.
336076,Iowa,Kelly - 2,Low,6/10/16,Rep2,B043,6.060228333,9.555268333,119.7327778,22.79826389,10.26666667,65,63,66.83333333,117.2280556,.,60.77916667,50.5125,3.971995555,14.66666667,5,.,156.75,.,30.33333333,48,57,88.83333333,.,.,.,.
101072,Minnesota,St Paul - 1,High,5/5/15,Rep1,B049,7.05358,11.21537,125.7088334,29.06024584,23.425,88,87,101,125.3198958,38.42878889,132.575,109.15,4.472199167,16.5,6.25,14.75,181.75,.,.,11.33333333,19.66666667,33,59.33333333,87.5,121.1666667,169
102070,Minnesota,St Paul - 1,High,5/5/15,Rep2,B049,.,.,109.6856667,27.371675,18.26666667,84,85,104.3333333,108.9236667,35.97839445,111.95,93.68333333,4.097037639,17.66666667,6.333333333,15.33333333,188.1666667,.,.,13.16666667,28,44.16666667,72.33333333,100,133.1666667,171
103076,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B049,6.64591,10.81299167,114.4566333,27.97894667,18.16,87,86,94.66666667,115.2609667,35.63858125,100.72,82.56,4.4103925,18,6.166666667,15,168.8333333,.,.,9.166666667,19,35.66666667,58.33333333,82.66666667,114.6666667,154
104071,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B049,6.74751,11.21304167,115.5488334,28.19011945,20.48333333,84,84,99.66666667,115.0037917,38.06533959,128.9333333,108.45,3.922783055,17.66666667,6.333333333,14.83333333,177.1666667,.,.,12.5,24.16666667,45,69.5,97.16666667,130.6666667,169.3333333
105069,Minnesota,St Paul - 2,High,5/20/15,Rep1,B049,6.380691667,9.928013333,114.3529167,26.88519444,17.13333333,69,67,89,113.3122222,33.64759167,105.55,88.41666667,3.976440556,17.33333333,5.833333333,13.83333333,179.3333333,.,15.16666667,28,49.33333333,74.83333333,109.6666667,157,168,.
106067,Minnesota,St Paul - 2,High,5/20/15,Rep2,B049,6.85038,10.28742333,114.4516945,26.86826111,18.45,66,66,117.3333333,112.9118195,33.15419667,100.6333333,82.18333333,3.969755417,16.66666667,6,13.33333333,187.3333333,.,18.5,34.83333333,58.33333333,86.83333333,118.6666667,165.6666667,195.8333333,.
107059,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B049,6.758093333,10.56724667,119.1930278,27.56252778,20.33333333,72,72,85.66666667,117.6147,35.35556528,109.7,89.36666667,4.046837361,17.66666667,6,14.33333333,168.25,.,12,23.66666667,43.33333333,67.5,95.66666667,131.1666667,155.5,.
