Plot,State,Location,Density,Planting Date,Rep within Environment,Genotype,Kernel Width,Kernel Length,Cob Length,Cob Width,Cob Weight,Days to Anthesis,Days to Silk,Ear Height Maturity,Ear length,Ear Width,Ear Weight,Per Plant Grain Weight,Kernel Depth,Kernel Row Number,Leaf Number Above Ear,Leaf Number Below Ear,Plant Height Maturity,Plant Height 14 DAP,Plant Height 21 DAP,Plant Height 28 DAP,Plant Height 35 DAP,Plant Height 42 DAP,Plant Height 49 DAP,Plant Height 56 DAP,Plant Height 63 DAP,Plant Height 70 DAP
108058,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B049,6.763173333,10.51221333,128.8626667,27.39495834,21.7,73,72,88.16666667,127.1693333,36.13890834,132.85,111.15,3.812081389,16,6,14.66666667,166,.,13.5,27.5,50.16666667,73.83333333,104.8333333,141.6666667,171.1666667,.
109075,Minnesota,Waseca,High,6/2/15,Rep1,B049,6.121611667,9.578763333,110.2501111,28.01373056,15.28333333,68,70,98.16666667,109.0312639,34.99590833,72.46666667,57.18333333,4.227812361,17.33333333,.,.,194,.,.,.,.,.,.,.,.,.
110054,Minnesota,Waseca,High,6/2/15,Rep2,B049,6.64845,9.932246667,117.3091945,26.590625,17.58333333,69,72,99,115.1766528,33.65782222,86.03333333,68.45,4.26862875,16.33333333,.,.,183.5,.,.,.,.,.,.,.,.,.
111060,Minnesota,Waseca,Low,6/2/15,Rep1,B049,6.524625,10.187305,114.9477,29.58253334,19.1,64,64,85.83333333,113.7666,36.33205417,91.84,72.74,3.911007333,18.8,.,.,171.6666667,.,.,.,.,.,.,.,.,.
112075,Minnesota,Waseca,Low,6/2/15,Rep2,B049,.,.,.,.,.,69,72,75,.,.,.,.,.,.,.,.,156,.,.,.,.,.,.,.,.,.
217066,Wisconsin,Arlington,High,6/9/15,Rep1,B049,6.692053333,10.27006667,109.9185,27.24890833,17.91666667,69,70,94,107.0733472,30.23340833,85.5,67.58333333,3.985683333,16.66666667,.,.,183,.,.,.,.,.,.,.,.,.
218055,Wisconsin,Arlington,High,6/9/15,Rep2,B049,6.733963333,10.17058333,110.8745278,24.45808333,17.45,69,70,97.5,106.7981806,33.65764583,88.93333333,71.48333333,3.935500694,16,.,.,161,.,.,.,.,.,.,.,.,.
219066,Wisconsin,Arlington,Low,6/9/15,Rep1,B049,6.629823333,10.32340667,118.6137667,27.64931111,19.98333333,69,70,91,114.7497917,34.54294167,108.45,88.46666667,3.916062639,17,.,.,171,.,.,.,.,.,.,.,.,.
220053,Wisconsin,Arlington,Low,6/9/15,Rep2,B049,6.917901667,9.914678333,106.9728056,27.34168889,17.03333333,69,70,92,103.3832917,.,80.35,63.31666667,4.750029306,17,.,.,172,.,.,.,.,.,.,.,.,.
321067,Iowa,Curtiss - 1,High,5/19/15,Rep1,B049,6.94817,10.46522333,128.7321389,26.94375556,19.32333333,70,70,105,125.7211806,35.76663958,93.365,74.04166667,4.309392222,15.33333333,5.666666667,14,197.6666667,.,.,48.66666667,72.66666667,91.66666667,119.3333333,157,.,.
322083,Iowa,Curtiss - 1,High,5/19/15,Rep2,B049,6.95833,10.33377833,133.7803889,28.54395555,22.38,72,70,92,129.8151667,34.74190833,105.4041667,83.02416667,4.122878611,15.66666667,5.25,14.2,184.25,.,.,46.66666667,68.16666667,92.5,122,153,.,.
323073,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B049,7.023946667,10.46141333,138.3382778,29.26891389,25.19666667,70,69,84.16666667,131.5261389,38.32489583,120.97,95.77333333,4.066610556,16,5.5,15,166.25,.,.,49,69.5,89.5,119.3333333,149.8333333,.,.
324075,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B049,6.885516667,10.43305,127.8219722,28.36756667,21.635,70,70,81.33333333,126.7795139,38.67044167,98.92833333,77.29333333,4.5253275,16.66666667,6,14.33333333,165.75,.,.,46,65,88.16666667,116,146.1666667,.,.
325052,Iowa,Curtiss - 2,High,6/1/15,Rep1,B049,6.785821667,10.06707833,121.95175,28.27231667,19.00166667,67,68,97.33333333,117.7422292,36.03413333,82.485,63.48333333,4.379083472,16.33333333,5.4,13.83333333,183.6,23.5,44.66666667,67.16666667,83,108.1666667,150.1666667,187.6666667,.,.
326069,Iowa,Curtiss - 2,High,6/1/15,Rep2,B049,6.829848333,10.27006667,135.3608333,27.61650278,21.575,64,65,98.66666667,125.7176528,36.39693,102.1183333,80.54333333,4.258768611,16.33333333,6,13.83333333,191.3333333,28.33333333,52.5,73.5,92.5,123.8333333,169.8333333,206.5,.,.
327079,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B049,6.92912,10.153015,130.0338889,27.67224167,21.29666667,63,63,83.16666667,124.4652917,36.23521667,98.98833333,77.69166667,4.532965139,16,5.75,.,161.25,28.33333333,52.33333333,73.83333333,89.83333333,118.8333333,156.1666667,188.5,.,.
328054,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B049,6.915996667,10.35388667,136.0381667,29.054425,23.87666667,63,64,95.33333333,130.3602084,37.36736875,118.6291667,94.7525,3.981820417,16.33333333,5.4,14.16666667,174,26.83333333,51.66666667,73.83333333,92.16666667,124.6666667,166.8333333,198.6666667,.,.
329062,Iowa,Kelly - 1,High,6/10/16,Rep1,B049,6.188498333,8.892751667,90.82969444,24.17480278,10.21333333,66,66,108,97.22696667,25.20844167,36.07,25.85666667,4.387797083,18,5.666666667,.,199,.,39,59,77.66666667,127.1666667,.,.,.,.
330060,Iowa,Kelly - 1,High,6/10/16,Rep2,B049,6.453928333,9.30529,97.76883333,27.35121389,12.21,.,66,100.2,94.4103889,.,45.42166667,33.21166667,4.999884167,17,6,.,200.8,.,37,55.66666667,75,119.1666667,.,.,.,.
331080,Iowa,Kelly - 1,Low,6/2/15,Rep1,B049,6.733328333,10.30816667,132.4257222,29.32641667,24.71666667,69,67,94.5,129.143125,38.27965209,105.6108333,80.89416667,3.899640833,17,6,.,178.8333333,21,40.16666667,59.33333333,74.66666667,95.83333333,144.3333333,.,.,.
332058,Iowa,Kelly - 1,Low,6/2/15,Rep2,B049,6.469591667,10.13163667,119.3059167,29.54760834,20.95666667,67,67,95.16666667,113.9842639,.,87.69,66.73333333,4.036201111,17,5,.,177,19.83333333,35.83333333,56.33333333,71.16666667,91.5,139.6666667,.,.,.
333070,Iowa,Kelly - 2,High,6/2/15,Rep1,B049,6.096423333,9.184428333,108.585,25.92140556,12.455,69,69,112.1666667,108.9712917,30.98817639,55.11333333,42.65833333,4.224513889,15.66666667,4.833333333,.,203,20.16666667,39,59.5,76.66666667,101.8333333,152.5,.,.,.
334057,Iowa,Kelly - 2,High,6/2/15,Rep2,B049,6.231466667,9.128971667,100.1818333,25.86178611,12.295,69,69,119.1666667,100.8574028,30.61059833,48.77583333,36.48083333,5.091465278,16.8,5.333333333,.,212.5,20.83333333,40.66666667,66,79.83333333,105.3333333,158.3333333,.,.,.
335070,Iowa,Kelly - 2,Low,6/10/16,Rep1,B049,7.420186667,10.457815,120.1335333,27.01586333,18.478,.,.,98,114.6915833,32.82526667,72.272,53.794,4.938162167,15.6,5.833333333,.,179.5,.,27.66666667,43.16666667,60.16666667,96.16666667,.,.,.,.
336055,Iowa,Kelly - 2,Low,6/10/16,Rep2,B049,.,.,.,.,21.10666667,65,65,101.8333333,.,.,85.81583333,64.70916667,.,16,6.166666667,.,196.8333333,.,42.66666667,58.83333333,76.33333333,120.5,.,.,.,.
101070,Minnesota,St Paul - 1,High,5/5/15,Rep1,B055,6.680623333,12.573,128.17475,26.92117778,17.88333333,83,83,127.8333333,127.2046111,37.12492222,135.95,118.0666667,4.111131111,18.66666667,5.5,15.83333333,210.1666667,.,.,17,31.5,56.16666667,83.83333333,118.3333333,154.6666667,202
102074,Minnesota,St Paul - 1,High,5/5/15,Rep2,B055,6.638925,10.594975,108.7296389,24.19561667,11.63333333,85,86,139.2,112.8738958,31.27163333,83.31666667,71.68333333,4.351055278,17.33333333,5.6,16,210.8333333,.,.,16,38,62.16666667,87,128.1666667,164.3333333,206.6666667
103057,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B055,6.419426667,12.18586167,134.6341111,26.34615,19.36666667,83,85,106.6666667,133.0113333,37.55601667,152.7333333,133.3666667,3.834870834,19.33333333,5.5,15.33333333,197.25,.,.,16.5,26.16666667,44,68.16666667,94.5,127.1666667,165.1666667
104080,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B055,.,.,.,.,.,83,85,104.5,.,.,.,.,.,.,5.333333333,16,191,.,.,15.8,29,51.16666667,84,113.4,143.2,179.6
105074,Minnesota,St Paul - 2,High,5/20/15,Rep1,B055,6.098116667,11.11906167,117.6090555,23.83507778,12.58333333,67,67,119.3333333,117.3709306,31.79577292,105.8833333,93.3,3.931020417,18.33333333,5.5,15.33333333,195.1666667,.,19.83333333,36.66666667,63.5,89.5,124.3333333,172.8333333,198.8333333,.
106074,Minnesota,St Paul - 2,High,5/20/15,Rep2,B055,6.689936667,10.16783167,100.2947222,21.94507083,.,69,68,124.6666667,100.8820972,26.78553472,.,.,5.096104306,15.33333333,5.166666667,14.66666667,183.8333333,.,20,39.5,68.16666667,99.33333333,134.6666667,182.8333333,211.8333333,.
107071,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B055,6.682951667,12.08701333,144.1414722,25.54005278,20.13333333,69,69,113.75,134.76605,35.36385556,147.0333333,126.9,3.850992778,18,5.25,15.75,196.25,.,18.5,31.33333333,57.16666667,81.83333333,112,143,179.75,.
108073,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B055,6.56971,12.23052333,144.4540333,26.19036333,21.54,71,74,114.1666667,139.525375,37.23280167,170.14,148.6,3.696610167,18.4,5.333333333,15.66666667,199.6666667,.,20.5,33.4,53,81.4,109.4,133.8333333,172,.
109069,Minnesota,Waseca,High,6/2/15,Rep1,B055,6.257501667,11.31040833,122.7384444,24.66904444,15.41666667,68,68,111.5,121.5051333,33.32391806,94.23333333,78.81666667,4.032588667,19.66666667,.,.,210.8333333,.,.,.,.,.,.,.,.,.
110081,Minnesota,Waseca,High,6/2/15,Rep2,B055,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
111068,Minnesota,Waseca,Low,6/2/15,Rep1,B055,6.438053333,11.730355,137.76325,26.17434722,20.1,68,71,96.5,133.1092292,24.63588333,116.6666667,96.56666667,4.467930556,19.33333333,.,.,197.5,.,.,.,.,.,.,.,.,.
112082,Minnesota,Waseca,Low,6/2/15,Rep2,B055,.,.,.,.,.,68,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
217070,Wisconsin,Arlington,High,6/9/15,Rep1,B055,6.298353333,11.90138167,131.8859722,24.99324722,19.13333333,69,70,115,127.6455834,33.65641111,122.2833333,103.15,3.773575694,18.33333333,.,.,206,.,.,.,.,.,.,.,.,.
218051,Wisconsin,Arlington,High,6/9/15,Rep2,B055,6.50748,11.49773333,118.9637222,23.26181389,16.48333333,69,70,122,111.9674333,31.56390972,89.96666667,73.48333333,4.716003889,17.66666667,.,.,223,.,.,.,.,.,.,.,.,.
219063,Wisconsin,Arlington,Low,6/9/15,Rep1,B055,6.682316667,12.29444667,129.3424444,24.24803945,18.81666667,69,70,101,125.8019667,32.46606833,98.55,79.73333333,4.244043667,18.4,.,.,198,.,.,.,.,.,.,.,.,.
220057,Wisconsin,Arlington,Low,6/9/15,Rep2,B055,6.516793333,12.30989833,128.0371667,24.96890556,18.68333333,69,70,103,122.4103611,32.50159305,108.1666667,89.48333333,4.268999167,17.33333333,.,.,193,.,.,.,.,.,.,.,.,.
321081,Iowa,Curtiss - 1,High,5/19/15,Rep1,B055,6.748991667,11.908155,120.1335333,22.89285067,14.616,70,70,111,116.7870833,33.46682833,107.602,92.986,4.110249167,17.5,5,15,208.25,.,.,49.33333333,76.5,93,113.3333333,162.25,.,.
322077,Iowa,Curtiss - 1,High,5/19/15,Rep2,B055,5.868458333,10.01035167,108.5003333,22.64762778,10.83166667,70,72,121.8333333,106.7364445,30.46438959,56.78666667,45.955,4.864135278,16.33333333,5,15,210.75,.,.,46.66666667,69.16666667,90,119,158.6666667,.,.
323063,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B055,6.739466667,11.068685,142.8785278,26.44386945,21.55,70,69,104.25,141.2222361,35.2425,125,103.45,3.886923194,16.66666667,4.25,16,187,.,.,47.66666667,71.5,98.16666667,129.3333333,164.5,.,.
324069,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B055,6.421755,11.38766667,136.3091,26.84653,21.15,68,69,99.16666667,135.9238667,37.35281667,130.723,109.573,3.823186833,19.2,4.666666667,15.33333333,183.6666667,.,.,54,77.16666667,104.6666667,138,173.6666667,.,.
325076,Iowa,Curtiss - 2,High,6/1/15,Rep1,B055,6.137486667,11.255375,142.8369,25.95160333,19.79,63,65,110.6666667,137.7145667,35.613975,117.067,97.277,3.961299333,18.8,4.666666667,14.5,200,24.83333333,51,76.5,95.83333333,128.3333333,185.5,218.3333333,.,.
326068,Iowa,Curtiss - 2,High,6/1/15,Rep2,B055,6.299411667,10.99904667,133.1425667,24.28494,15.906,63,63,105,130.3104667,30.16038333,84.008,68.102,4.484899167,18.5,5,13.33333333,202.5,24.2,50.33333333,74.66666667,95.33333333,132.3333333,187.3333333,217,.,.
327078,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B055,6.399953333,10.94951667,146.6779445,25.47549444,20.28166667,62,62,102.3333333,141.3704028,34.68978542,116.9166667,96.635,3.929930333,18,4.8,.,186,24.5,50.66666667,75.33333333,93,126.5,175.5,209.8333333,.,.
328053,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B055,6.174951667,11.61563167,142.2541111,25.62471945,19.13666667,62,63,100.3333333,137.0753334,32.4754875,105.8066667,86.67,3.975929028,20.5,4.666666667,14.66666667,189,24.16666667,50.16666667,70.5,91.5,124.5,175.1666667,211,.,.
329079,Iowa,Kelly - 1,High,6/10/16,Rep1,B055,6.741795,11.04434333,120.99925,23.3702225,13.52833333,64,64,134.6666667,119.4364445,33.17875,74.53416667,61.00583333,4.625357639,16,5,.,234.8333333,.,39.66666667,63.16666667,86,140.3333333,.,.,.,.
330054,Iowa,Kelly - 1,High,6/10/16,Rep2,B055,6.22935,10.27345333,111.7070833,23.30026667,11.64833333,63,65,119,107.8124167,29.72858333,62.17416667,50.52583333,4.143110417,15.33333333,4.833333333,.,220.5,.,41.66666667,63.66666667,88.83333333,141.8333333,.,.,.,.
331076,Iowa,Kelly - 1,Low,6/2/15,Rep1,B055,6.672791667,11.52355667,137.3258055,26.33098056,19.96,67,67,111.8333333,135.0592083,35.33404584,120.1966667,100.2366667,3.834800278,17.66666667,5.5,.,202.3333333,20,36,54.66666667,73.83333333,98.33333333,156,.,.,.
332071,Iowa,Kelly - 1,Low,6/2/15,Rep2,B055,6.794288333,11.32183833,137.1811667,26.33309722,19.51833333,67,66,112.8,132.3922083,38.03861667,112.4825,92.96416667,3.949770556,17,5.2,.,207.6,18.33333333,32.83333333,53.5,71.33333333,98,152.3333333,.,.,.
333053,Iowa,Kelly - 2,High,6/2/15,Rep1,B055,6.076526667,10.69128333,129.6246667,25.94737,17.442,67,67,119.3333333,128.47955,34.7329125,102.078,84.636,3.914732667,18.8,5.2,.,227,24.83333333,46.5,69.83333333,90.83333333,118.1666667,180.6666667,.,.,.
334063,Iowa,Kelly - 2,High,6/2/15,Rep2,B055,6.503246667,11.21579333,127.4572,25.83434,17.464,64,65,122.4,124.9341333,34.777045,102.258,84.794,3.987821167,18,5,.,218,20.66666667,43.83333333,69.33333333,90.16666667,118.1666667,180,.,.,.
335082,Iowa,Kelly - 2,Low,6/10/16,Rep1,B055,6.730576667,11.44143,128.4111111,25.11566111,16.45,65,65,116.3333333,125.079125,33.56186667,85.22166667,68.77166667,4.382205555,17,4.833333333,.,219.6666667,.,32,50.83333333,70.16666667,110.8333333,.,.,.,.
336062,Iowa,Kelly - 2,Low,6/10/16,Rep2,B055,6.691841667,11.61393833,130.8805556,24.55968334,17.11,62,63,105.5,124.7951389,32.57832222,90.27666667,73.16666667,4.247638472,17.6,5.333333333,.,193.8333333,.,42.66666667,63.33333333,83,128,.,.,.,.
101052,Minnesota,St Paul - 1,High,5/5/15,Rep1,B102,6.022128333,10.72007,117.7043056,26.31475278,15.8,83,83,90,115.4659306,34.14130417,92.88,78.58,3.984907222,18.33333333,5.75,15.16666667,173.5,.,.,15.5,26.16666667,48.16666667,73.16666667,103.5,139.8333333,177
102081,Minnesota,St Paul - 1,High,5/5/15,Rep2,B102,6.01726,10.14433667,112.1127778,25.17563333,12.8,83,83,101.6666667,110.1954306,31.89774333,86.23333333,73.43333333,3.743342639,17.66666667,5.8,15.5,183.1666667,.,.,17.5,31.5,55.5,83.5,114.3333333,148.6666667,185.1666667
103082,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B102,5.889413333,10.77489167,115.5029722,26.89648334,16.58333333,84,83,84.33333333,114.3052917,35.216465,110,93.41666667,3.907525417,20,5.8,15.66666667,171.2,.,.,15.16666667,27.83333333,51.33333333,72.5,95.83333333,125.1666667,160.8333333
104081,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B102,6.040755,10.65127833,123.6203889,26.08368333,16.65,83,83,88.83333333,125.0897083,33.84179583,127.4,110.75,3.634087361,18,5.6,15.2,173.2,.,.,16.33333333,30.83333333,54.16666667,80.5,108.8333333,140.1666667,176.1666667
105072,Minnesota,St Paul - 2,High,5/20/15,Rep1,B102,6.508961667,11.066145,110.9803611,22.51163195,12.38333333,66,67,90.5,109.5445556,30.06725,90.76666667,78.38333333,4.110654861,17,5.666666667,14.5,177.1666667,.,18.33333333,31,53.16666667,79.83333333,116.8333333,162.8333333,173.5,.
106080,Minnesota,St Paul - 2,High,5/20/15,Rep2,B102,6.608233333,11.0363,112.6772222,22.53791389,12.73333333,69,67,103.6666667,110.4653056,29.45165278,91.93333333,79.2,4.210914305,16.33333333,6,14.83333333,183,.,19.66666667,34.16666667,60.16666667,86.33333333,121.8333333,167.8333333,176.8333333,.
107068,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B102,6.16458,11.108055,139.2308055,24.84719722,19.4,76,73,84.16666667,135.5601528,33.24225,135.55,116.15,3.623715694,17.66666667,6,15,168.6666667,.,16.5,30.83333333,52,77.83333333,105.5,140.1666667,172.1666667,.
108078,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B102,6.285018333,10.84114333,131.3645667,25.00672333,.,75,75,85.33333333,128.0752667,32.51962,.,.,3.809238,17.2,5.833333333,15.33333333,163,.,18.66666667,31.33333333,52.66666667,76.83333333,103.3333333,142,165.5,.
109073,Minnesota,Waseca,High,6/2/15,Rep1,B102,5.891106667,10.047605,125.5536111,25.65682222,16.35,69,70,90.66666667,123.3840278,32.54988833,90.61666667,74.26666667,3.679613333,17.66666667,.,.,173,.,.,.,.,.,.,.,.,.
110072,Minnesota,Waseca,High,6/2/15,Rep2,B102,6.297295,9.661313333,111.4001667,22.82719167,11.46666667,69,71,75.5,110.4758889,25.71675917,47.76666667,36.3,4.990824833,17,.,.,164.6666667,.,.,.,.,.,.,.,.,.
111061,Minnesota,Waseca,Low,6/2/15,Rep1,B102,5.76072,10.09988667,130.9616944,27.24255834,18.4,69,70,80.83333333,130.5013194,34.28073958,101.2333333,82.83333333,3.687462639,18.33333333,.,.,163.3333333,.,.,.,.,.,.,.,.,.
112057,Minnesota,Waseca,Low,6/2/15,Rep2,B102,6.171776667,10.22477,124.9080278,23.59811695,14.81666667,69,71,73.83333333,121.2426667,27.85462778,65.35,50.53333333,4.577609167,17,.,.,160.3333333,.,.,.,.,.,.,.,.,.
217075,Wisconsin,Arlington,High,6/9/15,Rep1,B102,6.054513333,10.60873333,114.9879167,24.79018834,15.4,69,70,92,112.4620278,31.28348667,76.13333333,60.73333333,3.806549833,18,.,.,181,.,.,.,.,.,.,.,.,.
218081,Wisconsin,Arlington,High,6/9/15,Rep2,B102,6.048163333,10.23514167,120.3219167,24.39317222,15.91666667,69,70,100,117.0199167,31.43779167,93.05,77.13333333,3.500860833,16,.,.,189,.,.,.,.,.,.,.,.,.
219057,Wisconsin,Arlington,Low,6/9/15,Rep1,B102,6.431068333,10.187305,122.1401333,23.34154167,16.68333333,67,68,72,119.2988611,31.24782083,89.5,72.81666667,3.746411806,16.66666667,.,.,157,.,.,.,.,.,.,.,.,.
220069,Wisconsin,Arlington,Low,6/9/15,Rep2,B102,6.136216667,10.452735,121.3612,24.806275,17.13333333,69,70,89,121.2320833,31.96413611,94.43333333,77.3,3.971995556,16.66666667,.,.,173,.,.,.,.,.,.,.,.,.
321080,Iowa,Curtiss - 1,High,5/19/15,Rep1,B102,5.903806667,10.13057833,160.5703333,25.29099167,18.9325,69,68,98.5,147.9311875,34.67973125,98.9725,80.04,3.950440833,18,5.666666667,14.66666667,194,.,.,53.33333333,77.33333333,101.1666667,131.1666667,165.3333333,.,.
322071,Iowa,Curtiss - 1,High,5/19/15,Rep2,B102,6.290733333,9.975003333,143.8874722,25.73690278,20.33666667,68,69,88,143.0266944,32.9565,105.2016667,84.865,3.845948056,16,5.333333333,14.75,169.3333333,.,.,44.4,66.6,90.8,117.6,151.2,.,.
323065,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B102,5.989108333,9.685443333,140.7689167,26.044525,20.765,69,68,78.66666667,138.7545556,.,94.61666667,73.85166667,3.985242361,17.33333333,4.5,15.16666667,164.5,.,.,51.16666667,70.33333333,95,122.3333333,152.3333333,.,.
324068,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B102,5.96138,9.64311,140.6525,26.762075,21.33166667,68,68,80.66666667,139.0085555,33.68092917,94.73916667,73.4075,4.069132917,18,5,14.83333333,164.25,.,.,49.66666667,72.16666667,97.16666667,126.3333333,158.5,.,.
325055,Iowa,Curtiss - 2,High,6/1/15,Rep1,B102,5.8674,9.670626667,123.7685556,24.723725,14.14166667,65,66,83.33333333,121.4790278,31.03456667,73.30166667,59.16,4.040046389,17.66666667,5.666666667,14,171,28.33333333,49.66666667,72.33333333,85,107.5,145.6666667,183.1666667,.,.
326055,Iowa,Curtiss - 2,High,6/1/15,Rep2,B102,6.046681667,10.161905,139.9751667,25.8778375,18.785,63,63,82.33333333,138.3082917,32.733615,98.0375,79.2525,3.982279028,17.66666667,6,14,172.8,27.83333333,51.66666667,75.5,90.83333333,120.3333333,162,197.1666667,.,.
327070,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B102,6.152303333,10.12719167,145.288,25.48925278,19.93,62,61,77,141.2917333,33.76295,101.7025,81.7725,3.824640278,16.66666667,5.5,.,158.8333333,27.83333333,52.5,76,91,121.6666667,162,193.6666667,.,.
328077,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B102,6.12521,10.210165,131.8768,25.49948333,16.996,62,62,78.4,127.3661833,33.59679167,81.387,64.391,4.493746833,17.5,5,14.4,156.75,27.4,52.8,78,92.4,121.8,158.8,185,.,.
329073,Iowa,Kelly - 1,High,6/10/16,Rep1,B102,6.477635,10.21820833,130.3372778,24.44996944,16.78666667,65,64,96.83333333,127.2998611,29.37933333,83.18333333,66.39666667,3.933754444,16,5.166666667,.,190.6666667,.,33.33333333,52.66666667,71.66666667,113,.,.,.,.
330068,Iowa,Kelly - 1,High,6/10/16,Rep2,B102,6.364605,10.22180667,129.1166667,24.12717778,15.465,63,62,97.83333333,126.1356945,31.20001945,87.76166667,72.29666667,3.800210417,15.66666667,5.5,.,197.3333333,.,40.33333333,61.33333333,84.16666667,131.8333333,.,.,.,.
331075,Iowa,Kelly - 1,Low,6/2/15,Rep1,B102,6.477211667,10.35812,138.7016389,25.61519445,18.77166667,66,67,82.66666667,139.6407333,.,96.06666667,77.295,3.745335833,16.33333333,5.833333333,.,176.6666667,21.33333333,37.5,56.83333333,73.33333333,93.16666667,138.6666667,.,.,.
332079,Iowa,Kelly - 1,Low,6/2/15,Rep2,B102,6.12013,10.16740833,139.2413889,26.06463333,19.43833333,66,66,80,137.2746528,34.00425,97.58833333,78.15,3.661145417,17,5,.,175.3333333,22,39.5,60.16666667,76.33333333,97.66666667,143.5,.,.,.
333061,Iowa,Kelly - 2,High,6/2/15,Rep1,B102,6.074198333,10.06115167,127.0352778,24.46125833,15.405,66,66,98.5,121.9111806,31.68103195,82.2375,66.8325,3.966809722,17,5.666666667,.,202.6666667,22,40.66666667,63.5,79.66666667,105,157.8333333,.,.,.
334072,Iowa,Kelly - 2,High,6/2/15,Rep2,B102,5.852583333,9.933516667,124.6258056,24.86518889,15.645,66,66,97.5,122.2339722,32.27846111,83.69166667,68.04666667,3.662697639,17.66666667,5.333333333,.,197,22.66666667,40.83333333,62.33333333,80.66666667,103.8333333,154.1666667,.,.,.
335062,Iowa,Kelly - 2,Low,6/10/16,Rep1,B102,6.477,10.61127333,134.0555556,25.04898611,18.15333333,65,64,83.16666667,132.0094444,29.58359167,92.895,74.74166667,3.965204583,16.33333333,6,.,182,.,33,51.33333333,69.16666667,109,.,.,.,.
336066,Iowa,Kelly - 2,Low,6/10/16,Rep2,B102,6.190826667,10.54396333,123.0488889,25.33473611,16.39333333,61,61,85,116.0356667,33.60843333,89.24666667,72.85333333,3.903644861,17,5.5,.,178,.,40.33333333,60.16666667,78.16666667,124.6666667,.,.,.,.
101067,Minnesota,St Paul - 1,High,5/5/15,Rep1,B107,6.572885,10.60280667,112.9523889,26.55076111,17.68333333,83,83,115.1666667,113.4057083,33.809305,107.7333333,90.05,3.910506389,16.66666667,6,15.33333333,200.8333333,.,.,17,33,56.83333333,85.5,123,159.8333333,197.5
102068,Minnesota,St Paul - 1,High,5/5/15,Rep2,B107,6.20395,10.41484667,110.4370833,27.09968333,17.9,84,83,110,107.6042778,33.12265833,109.275,91.375,4.1760775,19,6,15,190.4,.,.,14.5,29.5,51,78.83333333,113.8333333,151,192.3333333
103052,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B107,6.312111667,10.86844833,116.4660556,27.07710556,18.51666667,83,83,91.8,118.4998195,34.85938333,119.7,101.1833333,3.993232778,18,6,14.8,182.4,.,.,17.16666667,28.6,48.8,72.4,103.6,136.4,172
104063,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B107,6.70179,10.63773167,122.5197222,27.27607222,19.18333333,83,83,97.33333333,123.9096667,34.731325,118.4666667,99.28333333,3.799928194,17,6.333333333,14.83333333,187.5,.,.,17,32.83333333,55.5,79.33333333,113.1666667,145.1666667,184.6666667
105079,Minnesota,St Paul - 2,High,5/20/15,Rep1,B107,6.463241667,10.14476,106.2143333,25.87871944,15.33333333,67,67,99.16666667,106.2919445,32.09554583,94.65,79.31666667,4.34705125,17.33333333,6,14.16666667,185.2,.,18.16666667,36.33333333,59.33333333,89.5,120,165,190.8333333,.
106054,Minnesota,St Paul - 2,High,5/20/15,Rep2,B107,6.949016667,10.988675,102.0268611,24.85989722,14.15,68,68,110,102.5084028,32.9311,100.3666667,86.21666667,4.161384306,16,6,15,187,.,17.33333333,33.16666667,57.66666667,84.66666667,124.8333333,158.1666667,180.6666667,.
107062,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B107,6.826461667,10.71901167,107.9570555,25.99513611,.,74,72,93.4,106.7188056,33.45321111,.,.,4.232998194,18.33333333,6,15,178,.,18.66666667,33.66666667,56.16666667,80.66666667,110,142.5,168.8,.
108079,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B107,6.61162,10.62884167,106.1190833,26.53911945,14.71666667,73,73,82,107.696,33.50725667,98.01666667,83.3,4.116599167,17.66666667,5.666666667,14.6,164.6666667,.,17.66666667,32.33333333,54.66666667,81.16666667,111.1666667,146.3333333,171.8,.
