State,Plot,Entry,Genotype,envi,envi1,rep,SW,SL,CL,CW,CWT,DTA,DTS,EH,EL,EW,EWT,GWT,KD,KH,KRN,KW,LNA,LNB,PHt,PHt14,PHt21,PHt28,PHt35,PHt42,PHt49,PHt56,PHt63,PHt70
Iowa,335067,Inbred022,B122,X335,I_K2_L,1,6.795135,10.268585,119.0921333,28.20585333,16.458,.,.,99.8,114.4799167,35.98051111,86.564,70.106,4.883763833,3.504494446,18.4,6.071611162,5.8,.,199,.,24.83333333,36.66666667,56.16666667,91,.,.,.,.
Iowa,335057,Inbred023,B123,X335,I_K2_L,1,7.433098333,10.93724,143.6511111,27.88108611,23.61666667,63,63,114.1666667,135.1950278,36.66948611,123.9383333,100.3216667,4.346786667,4.394200001,16,7.218280568,5.166666667,.,215,.,43.83333333,61.83333333,81.83333333,130.3333333,.,.,.,.
Iowa,335059,Inbred024,B125,X335,I_K2_L,1,7.094008333,11.20605667,155.4021389,25.85367222,23.01666667,62,63,118.3333333,150.8319028,33.47984583,130.535,107.5183333,4.6237525,3.813086805,17.33333333,6.076402182,5.5,.,224.8333333,.,42.66666667,62.83333333,85.83333333,140,.,.,.,.
Iowa,335068,Inbred025,B131,X335,I_K2_L,1,6.643581667,10.24085667,128.6898056,26.21174167,18.58166667,66,65,91.33333333,122.062875,33.77811945,86.90416667,68.3225,4.186978333,3.783188888,16.33333333,6.54130866,5.166666667,.,183.5,.,24.66666667,39.83333333,59.83333333,97.16666667,.,.,.,.
Iowa,335071,Inbred026,B154,X335,I_K2_L,1,6.762538333,10.25376833,132.2175834,25.36454583,19.465,.,.,78.66666667,124.0234375,.,92.24,72.775,4.431559167,.,17.5,.,5,.,166.3333333,.,24.33333333,37.66666667,55,88.33333333,.,.,.,.
Iowa,335078,Inbred027,B175,X335,I_K2_L,1,7.4676,10.69445833,135.9817222,27.17306111,20.345,66,64,68.66666667,126.6260556,.,74.69916667,54.35416667,4.547799444,.,16.66666667,.,5,.,154.3333333,.,24.33333333,36.16666667,54.16666667,88.83333333,.,.,.,.
Iowa,335069,Inbred028,B189,X335,I_K2_L,1,7.788486667,10.14814667,96.30833335,22.10343278,8.753333333,.,.,68.66666667,93.57783333,28.31359167,33.36333333,24.61,6.676284167,2.62625417,.,.,5.333333333,.,163,.,17.33333333,27,41,74.66666667,.,.,.,.
Iowa,335079,Inbred029_33,B73,X335,I_K2_L,1,7.316681667,11.18277333,141.0151555,26.47529489,21.65266667,62.25,61.8,92.93333333,136.8021422,35.3841976,117.1541667,95.50150001,4.097372778,4.494426372,15.93333333,6.980048543,5.5,.,195.0333333,.,37.43333333,56.03333333,77.2,123.0666667,.,.,.,.
Iowa,336070,Inbred012,Mo17,X335,I_K2_L,2,8.462645,10.83712167,166.6028333,20.16181444,14.45666667,61,65,83.16666667,165.1423333,.,87.71333333,73.25666667,5.483648333,.,11,.,4.833333333,.,175.6666667,.,35.83333333,52.5,73.5,126.6666667,.,.,.,.
Iowa,336082,Inbred014,B004,X335,I_K2_L,2,.,.,.,.,21.34666667,62,63,88.33333333,.,.,125.1675,103.8208333,.,.,17.66666667,.,5.333333333,.,182.5,.,35.16666667,54,75.5,117.5,.,.,.,.
Iowa,336064,Inbred015,B040,X335,I_K2_L,2,6.78942,11.56165667,152.9432778,25.422225,23.03,59,59,75.5,147.8632778,.,122.7416667,99.71166667,4.36165625,.,17,.,5,.,178.6666667,.,40.5,58.5,78.33333333,123,.,.,.,.
Iowa,336076,Inbred016,B043,X335,I_K2_L,2,6.060228333,9.555268333,119.7327778,22.79826389,10.26666667,65,63,66.83333333,117.2280556,.,60.77916667,50.5125,3.971995555,.,14.66666667,.,5,.,156.75,.,30.33333333,48,57,88.83333333,.,.,.,.
Iowa,336055,Inbred017,B049,X335,I_K2_L,2,.,.,.,.,21.10666667,65,65,101.8333333,.,.,85.81583333,64.70916667,.,.,16,.,6.166666667,.,196.8333333,.,42.66666667,58.83333333,76.33333333,120.5,.,.,.,.
Iowa,336062,Inbred018,B055,X335,I_K2_L,2,6.691841667,11.61393833,130.8805556,24.55968334,17.11,62,63,105.5,124.7951389,32.57832222,90.27666667,73.16666667,4.247638472,4.218869445,17.6,5.73717105,5.333333333,.,193.8333333,.,42.66666667,63.33333333,83,128,.,.,.,.
Iowa,336066,Inbred019,B102,X335,I_K2_L,2,6.190826667,10.54396333,123.0488889,25.33473611,16.39333333,61,61,85,116.0356667,33.60843333,89.24666667,72.85333333,3.903644861,4.58575833,17,6.599000453,5.5,.,178,.,40.33333333,60.16666667,78.16666667,124.6666667,.,.,.,.
Iowa,336078,Inbred020,B107,X335,I_K2_L,2,7.087446667,10.68345167,104.6585834,25.77676667,.,.,64,97.25,105.5317083,32.04421667,.,.,4.723341667,3.133725,16,6.291867229,5,.,186.75,.,27.75,45.25,63.5,106.5,.,.,.,.
Iowa,336072,Inbred021,B111,X335,I_K2_L,2,6.448001667,11.31548833,148.6887778,27.77595834,23.56666667,63,64,95.66666667,147.0589444,.,124.9433333,101.3766667,4.230511111,.,19,.,5.5,.,191,.,39.66666667,58.83333333,76.83333333,121.1666667,.,.,.,.
Iowa,336083,Inbred022,B122,X335,I_K2_L,2,.,.,.,.,19.48833333,65,65,96.5,.,.,82.86083333,63.3725,.,.,16.33333333,.,6,.,196.8333333,.,32.5,46,63.33333333,100.1666667,.,.,.,.
Iowa,336053,Inbred023,B123,X335,I_K2_L,2,.,.,.,.,24.59,64,65,118.6666667,.,.,114.9683333,90.37833333,.,.,17.33333333,.,5.833333333,.,232.3333333,.,37.33333333,56.33333333,77,125.6666667,.,.,.,.
Iowa,336075,Inbred024,B125,X335,I_K2_L,2,7.330651667,10.71414333,150.1817333,25.04736333,20.352,65,64,119.8333333,148.5095667,.,100.235,79.883,5.1702335,.,16,.,5.25,.,218.5,.,40.16666667,59,79.5,132,.,.,.,.
Iowa,336051,Inbred025,B131,X335,I_K2_L,2,.,.,.,.,19.10166667,63,62,94.66666667,.,.,92.03416667,72.9325,.,.,17,.,5.166666667,.,183.5,.,37.33333333,57.5,76,121.1666667,.,.,.,.
Iowa,336074,Inbred026,B154,X335,I_K2_L,2,6.716395,9.976273333,133.0579,24.150193,17.096,61,61,79.5,127.3344333,33.77988333,90.699,73.603,4.127902167,4.08305,14.8,7.580188093,4.833333333,.,162.5,.,36.16666667,52,69.66666667,108.3333333,.,.,.,.
Iowa,336073,Inbred027,B175,X335,I_K2_L,2,7.179945,10.54481,140.8712222,27.51102222,20.96333333,61,59,68.5,136.6273056,.,118.0691667,97.10583333,4.273303055,.,16,.,4.833333333,.,155,.,36.66666667,54.16666667,74.16666667,118.1666667,.,.,.,.
Iowa,336068,Inbred028,B189,X335,I_K2_L,2,6.69036,11.15800833,95.02422223,22.81914833,10.905,62,63,86.16666667,95.48547917,.,50.05083333,39.14583333,4.886272083,.,17,.,4.833333333,.,177.3333333,.,33.83333333,49.5,65,105.6666667,.,.,.,.
Iowa,336080,Inbred029_33,B73,X335,I_K2_L,2,6.811221667,10.83564,137.3305093,26.43175741,21.80966667,61.6,60.6,88.76666667,131.2689639,36.8935,109.3755,87.56583334,4.175821148,4.756414583,16.53333333,6.627631125,5.386666667,.,186.36,.,40.1,59.16666667,79.66666667,127.9333333,.,.,.,.
